SubmittedAnswerId,SubmitDateTime,Correct,Progress,UserId,ExerciseId,Difficulty,Subject,Domain,LearningObjective
2395278,2015-03-02T07:35:38.740,1,0,40281,1038396,-200,Begrijpend Lezen,-,Diverse leerdoelen Begrijpend Lezen
