Date	Hour_string	UserId	Group	LearningObjective	Correct	Progress	Color
2015-03-02	09 - 10 uur	40273	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40271	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40286	Getallen	Optellen en aftrekken tot ±1000	1	4	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40273	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40271	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40284	Getallen	Optellen en aftrekken tot ±1000	0	-7	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40284	Getallen	Optellen en aftrekken tot ±1000	0	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40273	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40284	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40282	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	68421	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40275	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40281	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40271	Getallen	Optellen en aftrekken tot ±1000	1	2	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40280	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40281	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	68421	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	68421	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	68421	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40274	Getallen	Optellen en aftrekken tot ±1000	1	4	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40270	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40281	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40277	Getallen	Optellen en aftrekken tot ±1000	0	-4	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	68421	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40273	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40282	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40268	Getallen	Optellen en aftrekken tot ±1000	0	-4	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40277	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40284	Getallen	Optellen en aftrekken tot ±1000	0	-3	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40270	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40267	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40273	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40268	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40284	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40273	Getallen	Optellen en aftrekken tot ±1000	1	2	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40275	Getallen	Optellen en aftrekken tot ±1000	1	4	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40281	Getallen	Optellen en aftrekken tot ±1000	1	2	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40284	Getallen	Optellen en aftrekken tot ±1000	1	2	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40274	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40267	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40273	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40273	Getallen	Optellen en aftrekken tot ±1000	1	2	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40286	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40267	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40280	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40267	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40276	Getallen	Optellen en aftrekken tot ±1000	1	4	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40280	Getallen	Optellen en aftrekken tot ±1000	0	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40273	Getallen	Optellen en aftrekken tot ±1000	0	-5	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40284	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40282	Getallen	Optellen en aftrekken tot ±1000	0	-5	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40275	Getallen	Optellen en aftrekken tot ±1000	1	1	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40277	Getallen	Optellen en aftrekken tot ±1000	1	2	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40273	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40281	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40275	Getallen	Optellen en aftrekken tot ±1000	0	-8	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40275	Getallen	Optellen en aftrekken tot ±1000	0	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40282	Getallen	Optellen en aftrekken tot ±1000	1	2	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40282	Getallen	Optellen en aftrekken tot ±1000	0	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40275	Getallen	Optellen en aftrekken tot ±1000	0	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40274	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40275	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40286	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40274	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40275	Getallen	Optellen en aftrekken tot ±1000	1	2	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40274	Getallen	Optellen en aftrekken tot ±1000	1	2	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40275	Getallen	Optellen en aftrekken tot ±1000	1	2	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40286	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40282	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40275	Getallen	Optellen en aftrekken tot ±1000	1	2	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40275	Getallen	Optellen en aftrekken tot ±1000	1	2	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40270	Getallen	Optellen en aftrekken tot ±1000	0	-7	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40270	Getallen	Optellen en aftrekken tot ±1000	0	-4	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40286	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	09 - 10 uur	40270	Getallen	Optellen en aftrekken tot ±1000	0	-7	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40274	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40270	Getallen	Optellen en aftrekken tot ±1000	0	-6	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40270	Getallen	Optellen en aftrekken tot ±1000	0	-7	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40270	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40286	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40270	Getallen	Optellen en aftrekken tot ±1000	1	4	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40274	Getallen	Optellen en aftrekken tot ±1000	0	0	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40274	Getallen	Optellen en aftrekken tot ±1000	0	0	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40286	Getallen	Optellen en aftrekken tot ±1000	0	-8	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40274	Getallen	Optellen en aftrekken tot ±1000	0	0	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40274	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40274	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40286	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40270	Getallen	Optellen en aftrekken tot ±1000	1	0	rgba(0, 128, 0, 0.8)
2015-03-02	10 - 11 uur	40274	Getallen	Optellen en aftrekken tot ±1000	1	3	rgba(0, 128, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	1	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	1	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	1	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	4	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	5	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	3	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	1	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-7	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	3	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	3	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	3	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-7	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-8	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	3	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	3	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-6	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	3	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-7	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	3	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-9	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-7	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40278	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	4	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40278	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-4	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	3	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40278	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40278	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40278	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40278	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-6	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	4	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	1	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	4	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	5	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	3	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40278	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-4	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-7	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	1	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40278	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	3	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	3	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	1	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	1	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	1	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	1	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	4	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	3	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-4	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40278	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	2	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	5	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40278	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-10	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	0	-8	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	68421	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	5	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40286	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
2015-03-03	08 - 09 uur	40276	Begrijpend Lezen	Diverse leerdoelen Begrijpend Lezen	1	0	rgba(255, 255, 0, 0.8)
